pair_offset,source_row,inserted_count,cosine_similarity
11,452,18,0.8212867379188538
11,452,19,0.8212572336196899
11,452,20,0.8212215900421143
11,452,21,0.8211740255355835
11,452,22,0.8211369514465332
11,452,23,0.8210744261741638
11,452,24,0.8210139870643616
11,452,25,0.820954442024231
11,452,26,0.8208948373794556
11,452,27,0.8208380937576294
11,452,28,0.8207828998565674
11,452,29,0.8207296133041382
11,452,30,0.820676326751709
12,515,0,0.7470471262931824
12,515,1,0.7439430356025696
12,515,2,0.7818458080291748
12,515,3,0.8079653978347778
12,515,4,0.8126806020736694
12,515,5,0.814462423324585
12,515,6,0.8149049282073975
12,515,7,0.8093957901000977
12,515,8,0.8080816268920898
12,515,9,0.8068814873695374
12,515,10,0.8056926727294922
12,515,11,0.7961230874061584
12,515,12,0.7947632074356079
12,515,13,0.7935848236083984
12,515,14,0.7925434708595276
12,515,15,0.7864754796028137
12,515,16,0.785910964012146
12,515,17,0.7853399515151978
12,515,18,0.7848067879676819
12,515,19,0.7800674438476562
12,515,20,0.7732228636741638
12,515,21,0.7730076313018799
12,515,22,0.7728639841079712
12,515,23,0.772726833820343
12,515,24,0.7726001739501953
12,515,25,0.7724752426147461
12,515,26,0.7723556160926819
12,515,27,0.7722381353378296
12,515,28,0.7721260786056519
12,515,29,0.7720193266868591
12,515,30,0.7719146013259888
13,550,0,0.7652438879013062
13,550,1,0.7674709558486938
13,550,2,0.8109517097473145
13,550,3,0.8055532574653625
13,550,4,0.8141704201698303
13,550,5,0.8174278736114502
13,550,6,0.8192096948623657
13,550,7,0.8195109963417053
13,550,8,0.8176318407058716
13,550,9,0.8175649046897888
13,550,10,0.8172829151153564
13,550,11,0.816925048828125
13,550,12,0.8164792060852051
13,550,13,0.8159784078598022
13,550,14,0.815462589263916
13,550,15,0.8150777220726013
13,550,16,0.8145416975021362
13,550,17,0.8136117458343506
13,550,18,0.8119874000549316
13,550,19,0.811088502407074
13,550,20,0.8102965354919434
13,550,21,0.8096485137939453
13,550,22,0.8090571165084839
13,550,23,0.8079479932785034
13,550,24,0.8011255264282227
13,550,25,0.8006912469863892
13,550,26,0.8003207445144653
13,550,27,0.799972414970398
13,550,28,0.7996513843536377
13,550,29,0.7993187308311462
13,550,30,0.7989699244499207
14,599,0,0.7907174825668335
14,599,1,0.795434832572937
14,599,2,0.8224579095840454
14,599,3,0.8377835750579834
14,599,4,0.807438313961029
14,599,5,0.8107015490531921
14,599,6,0.8169444799423218
14,599,7,0.8177200555801392
14,599,8,0.8169142007827759
14,599,9,0.8161786198616028
14,599,10,0.8154309391975403
14,599,11,0.8146951794624329
14,599,12,0.8139413595199585
14,599,13,0.810901939868927
14,599,14,0.808178186416626
